Dielectric_constant,Dipole_moment_Gaussian,Dipole_moment_MD,correction_factor,correction_factor_fit,residual,abs_error
2.0,8.6224,10.766388,0.800862833477671,0.806003518863288,-0.005140685385617072,0.005140685385617072
2.5,8.9837,10.95486,0.820065249578726,0.8214185908004952,-0.001353341221769222,0.001353341221769222
3.0,9.2952,11.13148,0.835037209787018,0.8335526071740995,0.0014846026129184953,0.0014846026129184953
3.5,9.5403,11.271891,0.846379724573277,0.8433523531269992,0.003027371446277849,0.003027371446277849
4.0,9.7256,11.375725,0.854943311305433,0.851432303845337,0.0035110074600960273,0.0035110074600960273
4.5,9.8712,11.4561,0.86165448974782,0.8582086593121632,0.003445830435656827,0.003445830435656827
5.0,9.9908,11.521853,0.867117467997552,0.8639733474174256,0.003144120580126364,0.003144120580126364
5.5,10.0912,11.576926,0.871664896190923,0.8689371847500045,0.0027277114409185454,0.0027277114409185454
6.0,10.1763,11.623567,0.875488565601248,0.8732562175759535,0.002232348025294484,0.002232348025294484
6.5,10.2502,11.664121,0.878780321294678,0.8770484237635705,0.0017318975311074736,0.0017318975311074736
7.0,10.3157,11.700375,0.881655502494578,0.8804046542355068,0.00125084825907118,0.00125084825907118
7.5,10.3745,11.733292,0.884193455681491,0.8833960058598351,0.0007974498216558601,0.0007974498216558601
8.0,10.4285,11.763964,0.886478401327988,0.8860789136435018,0.00039948768448627714,0.00039948768448627714
8.5,10.4784,11.792719,0.888548264399415,0.8884987449582237,4.951944119135909e-05,4.951944119135909e-05
9.0,10.5246,11.819689,0.890429519761476,0.8906923858704238,-0.00026286610894776796,0.00026286610894776796
9.5,10.5674,11.844936,0.892144963890054,0.8926901345931789,-0.0005451707031248754,0.0005451707031248754
10.0,10.6075,11.868893,0.893722775999413,0.8945171093631759,-0.0007943333637628891,0.0007943333637628891
10.5,10.6446,11.891128,0.895171593477087,0.8961943100674741,-0.0010227165903871072,0.0010227165903871072
11.0,10.6795,11.912227,0.896515823615517,0.8977394290568443,-0.00122360544132738,0.00122360544132738
11.5,10.7122,11.932247,0.897752116596312,0.899167477658289,-0.0014153610619769275,0.0014153610619769275
