Dielectric_constant,correction_factor_spline,correction_factor_pchip
2.0,0.7934472673324875,0.733071033582089
2.078078078078078,0.7940523829724393,0.7372597217956239
2.156156156156156,0.7946555554298944,0.7413062453845314
2.234234234234234,0.7952567877670254,0.7451996234631387
2.3123123123123124,0.7958560830460042,0.7489288751457738
2.3903903903903903,0.7964534443290028,0.7524830195467637
2.4684684684684686,0.7970488746781939,0.7558510757804361
2.5465465465465464,0.7976423771557489,0.7590313396650029
2.6246246246246248,0.7982339548238404,0.7620606156844238
2.7027027027027026,0.7988236107446407,0.7649530622703989
2.780780780780781,0.7994113479803221,0.7677191642841257
2.858858858858859,0.7999971695930569,0.7703694065868011
2.936936936936937,0.8005810786450164,0.7729142740396221
3.015015015015015,0.8011630781983735,0.7753625853551107
3.093093093093093,0.8017431713152999,0.7776737469172138
3.171171171171171,0.8023213610579681,0.7798588328930296
3.2492492492492495,0.8028976504885504,0.7819619656440511
3.3273273273273274,0.8034720426692189,0.7840272675317707
3.4054054054054053,0.8040445406621456,0.7860988609176811
3.4834834834834836,0.8046151475295028,0.7882208681632752
3.561561561561562,0.8051838663334628,0.7904491499901918
3.6396396396396398,0.8057507001361974,0.7927886860440605
3.7177177177177176,0.8063156519998793,0.7951646843738089
3.795795795795796,0.8068787249866805,0.7975006082035718
3.873873873873874,0.8074399221587727,0.7997199207574832
3.951951951951952,0.8079992465783286,0.8017460852596775
4.03003003003003,0.8085567013075203,0.8035157770133212
4.108108108108109,0.8091122894085201,0.8051165103553201
4.186186186186186,0.8096660139434997,0.8066007438559925
4.2642642642642645,0.8102178779746319,0.8079935247792585
4.342342342342342,0.8107678845640887,0.8093199003890376
4.42042042042042,0.8113160367740423,0.8106049179492498
4.498498498498499,0.8118623376666643,0.8118736247238149
4.576576576576576,0.8124067903041274,0.813123549824995
4.654654654654655,0.8129493977486036,0.8143349906596453
4.732732732732733,0.8134901630622652,0.8155099502197197
4.8108108108108105,0.8140290893072845,0.8166504406571903
4.888888888888889,0.8145661795458334,0.8177584741240291
4.966966966966967,0.8151014368400843,0.8188360627722084
5.045045045045045,0.8156348642522092,0.819884934106821
5.123123123123124,0.8161664648443806,0.820905465623876
5.201201201201201,0.8166962416787702,0.8218986690787529
5.2792792792792795,0.8172241978175504,0.8228656832487817
5.357357357357357,0.8177503363228936,0.823807646911293
5.435435435435435,0.8182746602569718,0.8247256988436168
5.513513513513514,0.8187971726819571,0.8256209735712264
5.591591591591592,0.8193178766600218,0.8264943207394044
5.66966966966967,0.819836775253338,0.827346370386041
5.747747747747748,0.8203538715240778,0.8281777966538363
5.8258258258258255,0.8208691685344137,0.8289892736854906
5.903903903903904,0.8213826693465176,0.8297814756237041
5.981981981981982,0.8218943770225617,0.830555076611177
6.06006006006006,0.8224042946247182,0.8313107849771386
6.138138138138138,0.82291242521516,0.8320492646741968
6.216216216216217,0.8234187718560582,0.8327710248318019
6.2942942942942945,0.8239233376095849,0.833476569997333
6.372372372372372,0.8244261255379132,0.834166404718169
6.45045045045045,0.8249271387032145,0.8348410335416891
6.528528528528529,0.8254263801676615,0.8355008557446639
6.606606606606607,0.8259238529934263,0.8361454446781263
6.684684684684685,0.8264195602426808,0.836775656827108
6.762762762762763,0.8269135049775973,0.8373927144102032
6.840840840840841,0.8274056902603485,0.8379978396460058
6.918918918918919,0.8278961191531057,0.8385922547531103
6.996996996996997,0.8283847947180415,0.8391771819501103
7.075075075075075,0.8288717200173283,0.8397529154082196
7.153153153153153,0.829356898113138,0.8403188730205924
7.231231231231232,0.8298403320676426,0.8408751431990632
7.3093093093093096,0.8303220249430144,0.8414218155611014
7.387387387387387,0.8308019798014262,0.8419589797241764
7.465465465465465,0.8312801997050494,0.842486725305758
7.543543543543544,0.8317566877160565,0.8430050341970644
7.621621621621622,0.8322314468966197,0.843513749199152
7.6996996996997,0.8327044803089116,0.8440135390656487
7.777777777777778,0.8331757910151034,0.8445051621150806
7.855855855855856,0.8336453820773676,0.8449893766659738
7.933933933933934,0.8341132565578767,0.845466941036854
8.012012012012011,0.8345794175188028,0.8459385805188137
